ts,master_metadata_track_name,ms_played,stress_level,crying_incident,is_period
2024-06-19 20:15:37+00:00,Summertime Sadness,249380,1,0,0
2024-06-19 20:23:35+00:00,West Coast,250400,1,0,0
2024-06-19 20:23:42+00:00,Fall in Love with You.,5858,1,0,0
2024-06-19 20:23:44+00:00,Overcome,1956,1,0,0
2024-06-19 20:23:53+00:00,Ocean,8940,1,0,0
2024-06-19 20:26:11+00:00,Experience X Where´s my Love,138031,1,0,0
2024-06-19 20:30:03+00:00,Video Games,199642,1,0,0
2024-06-19 20:34:20+00:00,Shootout (8D Version),256626,1,0,0
2024-06-19 20:34:25+00:00,Dreams - Instrumental,4887,1,0,0
2024-06-19 20:39:34+00:00,Sad Girl,308957,1,0,0
2024-06-19 20:40:32+00:00,hotline (edit),58233,1,0,0
2024-06-19 20:41:34+00:00,hotline (edit),57620,1,0,0
2024-06-19 20:41:55+00:00,Piano Waltz,20174,1,0,0
2024-06-19 20:42:09+00:00,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",13984,1,0,0
2024-06-19 20:42:22+00:00,Moonlight Sonata 1st Movement,12380,1,0,0
2024-06-19 20:42:30+00:00,Revenge,8133,1,0,0
2024-06-19 20:45:56+00:00,Valse,205990,1,0,0
2024-06-19 20:50:08+00:00,Gymnopédie No. 1,204582,1,0,0
2024-06-19 20:50:11+00:00,Première Gymnopédie,3050,1,0,0
2024-06-19 20:50:14+00:00,Gnossienne: No. 3,2967,1,0,0
2024-06-19 20:53:49+00:00,Gnossienne: No. 1,208880,1,0,0
2024-06-19 20:53:58+00:00,3 Gymnopédies: No. 1 Lent et douloureux,7523,1,0,0
2024-06-19 20:53:58+00:00,Gymnopédie No. 3,983,1,0,0
2024-06-19 20:54:02+00:00,3 Gnossiennes: Gnossienne No. 1 (arr. N. Gotz for clarinet and piano): Gnossiene No. 1 (arr. for clarinet and piano),3978,1,0,0
2024-06-19 20:54:14+00:00,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",8894,1,0,0
2024-06-19 20:54:19+00:00,Moonlight Sonata (1st Movement),3524,1,0,0
2024-06-19 20:54:23+00:00,True Love,2781,1,0,0
2024-06-19 20:54:28+00:00,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",4858,1,0,0
2024-06-19 20:54:36+00:00,Moonlight Sonata (3rd Movement),6134,1,0,0
2024-06-19 20:54:41+00:00,PianoDreams - Spring Waltz,3190,1,0,0
2024-06-19 20:54:45+00:00,Moonlight Sonata (1st Movement),3606,1,0,0
2024-06-19 20:54:58+00:00,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto",12000,1,0,0
2024-06-19 20:55:13+00:00,emotions,14351,1,0,0
2024-06-19 20:55:18+00:00,Field,3921,1,0,0
2024-06-19 20:55:56+00:00,First Love/Late Spring,36250,1,0,0
2024-06-19 20:56:12+00:00,Million Dollar Man,15170,1,0,0
2024-06-19 20:56:25+00:00,Freak,12222,1,0,0
2024-06-19 20:56:35+00:00,Not My Responsibility,9213,1,0,0
2024-06-19 20:56:48+00:00,Ben Şarkımı Söylerken,13206,1,0,0
2024-06-19 21:01:32+00:00,Beni Vurup Yerde Bırakma,284693,1,0,0
2024-06-19 21:02:09+00:00,Beni Yakan Aşkın,4618,1,0,0
2024-06-19 21:06:08+00:00,Sen Anla,229700,1,0,0
2024-06-19 21:06:14+00:00,Beni Yakan Aşkın,6688,1,0,0
2024-06-19 21:09:43+00:00,Kimse Bilmez,208151,1,0,0
2024-06-19 21:09:56+00:00,Deli Gibi,13767,1,0,0
2024-06-19 21:10:07+00:00,Dayanamam,11380,1,0,0
2024-06-19 21:14:09+00:00,Sen Beni Unutamazsın,232000,1,0,0
2024-06-19 21:18:47+00:00,Belki Bir Gün Özlersin,274060,1,0,0
2024-06-19 21:21:57+00:00,Son Defa,189408,1,0,0
2024-06-19 21:26:10+00:00,Beni Biraz Böyle Hatırla,253240,1,0,0
2024-06-19 21:45:17+00:00,Bu Yağmurlar,16653,1,0,0
2024-06-20 10:40:57+00:00,Why'd You Only Call Me When You're High?,131868,1,0,0
2024-06-20 10:40:58+00:00,505,1127,1,0,0
2024-06-20 10:41:00+00:00,Do I Wanna Know?,1314,1,0,0
2024-06-20 10:41:03+00:00,Fluorescent Adolescent,0,1,0,0
2024-06-20 11:05:16+00:00,when the party's over,9640,1,0,0
2024-06-20 11:33:12+00:00,Other People,244892,1,0,0
2024-06-20 12:04:12+00:00,When We're High,233280,1,0,0
2024-07-22 16:26:19+00:00,Haykıracak Nefesim Kalmasa Bile,207500,1,0,0
2024-07-22 16:31:03+00:00,Hint Kumaşı,283336,1,0,0
2024-07-22 16:35:22+00:00,Yad Eller,229165,1,0,0
2024-07-22 16:39:06+00:00,Her Aşk Ölümü Tadacak,222866,1,0,0
2024-07-22 16:43:07+00:00,Beni Benimle Bırak,209973,1,0,0
2024-07-22 16:47:07+00:00,Bitti Rüya,239933,1,0,0
2024-07-22 16:50:36+00:00,Aldattım,208494,1,0,0
2024-07-22 16:54:59+00:00,Biraz Delisin,232398,1,0,0
2024-07-22 16:58:39+00:00,Fazla Aşkı Olan Var Mı?,218813,1,0,0
2024-07-22 17:21:52+00:00,Aldattın Mı,202290,1,0,0
2024-07-22 17:34:30+00:00,Fazla Aşkı Olan Var Mı?,218813,1,0,0
2024-07-22 17:38:59+00:00,Işıkları Söndürseler Bile,268935,1,0,0
2024-07-22 17:43:21+00:00,Dünyanın Sonuna Doğmuşum,260493,1,0,0
2024-07-22 17:47:53+00:00,Cevapsız Sorular,272040,1,0,0
2024-07-22 17:54:29+00:00,Alışırım Gözlerimi Kapamaya,354373,1,0,0
2024-07-22 17:58:39+00:00,İz Bırakanlar Unutulmaz (feat. Vega),249653,1,0,0
2024-07-22 18:02:39+00:00,Bir Kadın Çizeceksin,239613,1,0,0
2024-07-22 18:06:23+00:00,Her Aşk Ölümü Tadacak,222866,1,0,0
2024-07-22 18:09:59+00:00,Yine Yeni Yeniden - Yeniden Sev,215465,1,0,0
2024-07-22 19:03:31+00:00,Ben Bir Palyaçoyum,319735,1,0,0
2024-08-10 10:15:14+00:00,Beni Benimle Bırak,206193,1,0,0
2024-08-10 10:17:50+00:00,Haykıracak Nefesim Kalmasa Bile,120005,1,0,0
2024-08-10 10:19:32+00:00,Süper Güçlerimiz Var,212223,1,0,0
2024-08-10 10:19:35+00:00,Haykıracak Nefesim Kalmasa Bile,105249,1,0,0
2024-08-10 10:21:12+00:00,Haykıracak Nefesim Kalmasa Bile,100749,1,0,0
2024-08-10 10:25:22+00:00,İz Bırakanlar Unutulmaz (feat. Vega),249653,1,0,0
2024-08-10 10:38:29+00:00,Dünyanın Sonuna Doğmuşum,260493,1,0,0
2024-08-10 10:43:37+00:00,Hayat Bu İşte,307546,1,0,0
2024-08-10 10:52:53+00:00,Bir Kadın Çizeceksin,239613,1,0,0
2024-08-10 10:56:29+00:00,Yine Yeni Yeniden - Yeniden Sev,215465,1,0,0
2024-08-10 11:00:29+00:00,Bitti Rüya,239933,1,0,0
2024-08-10 11:04:51+00:00,Gel - Bu Son El,260905,1,0,0
2024-08-10 11:08:51+00:00,Şimdi Göğe Dolduk,239734,1,0,0
2024-08-10 11:27:53+00:00,Kandırma Kendini,239200,1,0,0
2024-08-10 11:32:15+00:00,El Aman,266422,1,0,0
2024-08-10 11:35:48+00:00,Batan Dünyanın Malları,206709,1,0,0
2024-08-10 11:39:27+00:00,Zor,219849,1,0,0
2024-08-10 11:44:16+00:00,Uzun İnce Bir Yoldayım,287736,1,0,0
2024-08-10 11:48:08+00:00,Bize Müsaade Ettim,232041,1,0,0
2024-08-10 11:56:14+00:00,Yalan,326173,1,0,0
2024-08-10 12:04:53+00:00,Ben Bir Palyaçoyum,324475,1,0,0
2024-08-10 12:07:57+00:00,We Could Be The Same - Istanbul,183136,1,0,0
2024-08-10 12:11:57+00:00,En Güzel Şarkım,238517,1,0,0
2024-08-10 12:12:06+00:00,Mihriban,8213,1,0,0
2024-08-10 12:15:24+00:00,Kendi Yolundan Şaşma,198670,1,0,0
2024-08-10 12:15:36+00:00,Mihriban,10159,1,0,0
2024-08-10 12:18:58+00:00,Kırıla Kırıla,202505,1,0,0
2024-08-10 12:19:25+00:00,Ya Evde Yoksan,17404,1,0,0
2024-08-10 12:19:26+00:00,Mezarlar Yükseldi,350,1,0,0
2024-08-10 12:23:12+00:00,Mezarlar Yükseldi,227565,1,0,0
2024-08-10 12:28:01+00:00,Uzun İnce Bir Yoldayım,287736,1,0,0
2024-08-10 12:32:00+00:00,Rezalet Çıkarasım Var,184006,1,0,0
2024-08-10 12:35:24+00:00,Kırıla Kırıla,202505,1,0,0
2024-08-10 12:35:36+00:00,Alacaklı Topraklar,120,1,0,0
2024-08-10 12:35:36+00:00,Ya Evde Yoksan,6406,1,0,0
2024-08-10 12:38:51+00:00,Alacaklı Topraklar,196004,1,0,0
2024-08-10 12:39:17+00:00,Gel - Bu Son El,20115,1,0,0
2024-08-10 12:39:28+00:00,Şimdi Göğe Dolduk,9930,1,0,0
2024-08-10 12:43:34+00:00,Fly to Stay Alive,246523,1,0,0
2024-08-10 12:47:12+00:00,Fazla Aşkı Olan Var Mı?,218813,1,0,0
2024-08-10 12:52:36+00:00,İz Bırakanlar Unutulmaz (feat. Vega),249653,1,0,0
2024-08-10 17:38:26+00:00,Bize Müsaade Ettim,232041,1,0,0
2024-08-10 17:42:36+00:00,Fazla Aşkı Olan Var Mı?,218813,1,0,0
2024-08-10 17:43:11+00:00,Gel - Bu Son El,33093,1,0,0
2024-08-10 17:46:13+00:00,We Could Be The Same - Istanbul,183136,1,0,0
2024-08-10 17:51:01+00:00,Cevapsız Sorular,272040,1,0,0
2024-08-10 17:55:58+00:00,Dursun Zaman (feat. Göksel),295866,1,0,0
2024-08-10 17:56:03+00:00,Hint Kumaşı,1042,1,0,0
2024-08-10 18:00:31+00:00,Işıkları Söndürseler Bile,268935,1,0,0
2024-08-10 18:00:43+00:00,Habil ve Kâbil,10701,1,0,0
2024-08-10 18:05:03+00:00,Dünyanın Sonuna Doğmuşum,260493,1,0,0
2024-08-10 18:08:46+00:00,Her Aşk Ölümü Tadacak,222866,1,0,0
2024-08-10 18:15:26+00:00,Yad Eller,229165,1,0,0
2024-08-10 18:18:48+00:00,Gözünü Aç Çocuk,201503,1,0,0
2024-08-10 18:22:36+00:00,Eğrisi Doğrusu,227986,1,0,0
2024-08-10 18:22:52+00:00,1000 Parça,3220,1,0,0
2024-08-10 18:26:51+00:00,Bir Kadın Çizeceksin,239613,1,0,0
2024-08-10 18:30:49+00:00,En Güzel Şarkım,238517,1,0,0
2024-08-10 18:34:17+00:00,Batan Dünyanın Malları,206709,1,0,0
2024-08-10 18:38:24+00:00,Fly to Stay Alive,246523,1,0,0
2024-08-10 18:41:56+00:00,Yüzleşme - Kargo: Yarına Kalan Şarkılar,200013,1,0,0
2024-08-10 18:44:57+00:00,6000 Years Ago,180476,1,0,0
2024-08-10 18:49:37+00:00,El Aman,266422,1,0,0
2024-08-10 18:49:44+00:00,Bize Müsaade Ettim,997,1,0,0
2024-08-10 18:49:48+00:00,Bize Müsaade Ettim,3723,1,0,0
2024-08-10 18:52:52+00:00,Olimpiyat Ateşi,184511,1,0,0
2024-08-10 18:56:52+00:00,Şimdi Göğe Dolduk,239734,1,0,0
2024-08-10 19:02:58+00:00,Alışırım Gözlerimi Kapamaya,354373,1,0,0
2024-08-10 19:06:34+00:00,Yine Yeni Yeniden - Yeniden Sev,215465,1,0,0
2024-08-10 19:10:28+00:00,Beni Benimle Bırak,209973,1,0,0
2024-08-10 19:15:13+00:00,Zor,219849,1,0,0
2024-08-10 19:19:33+00:00,Dünyanın Sonuna Doğmuşum,260493,1,0,0
2024-08-10 19:24:09+00:00,Ya Evde Yoksan,244642,1,0,0
2024-08-10 19:40:14+00:00,Cevapsız Sorular,270614,1,0,0
2024-08-10 19:43:30+00:00,Alışırım Gözlerimi Kapamaya,2989,1,0,0
2024-08-10 19:47:17+00:00,Sude,227226,1,0,0
2024-08-10 19:51:01+00:00,Mazeretim Var Asabiyim Ben,224133,1,0,0
2024-08-10 19:53:33+00:00,İyi Düşün Taşın,150573,1,0,0
2024-08-10 19:56:55+00:00,Hep Yek,202663,1,0,0
2024-08-10 20:01:21+00:00,Fırtınalar,264600,1,0,0
2024-08-10 20:05:18+00:00,Aya Benzer,236360,1,0,0
2024-08-10 20:09:32+00:00,Hep Yaşın 19,253492,1,0,0
2024-08-10 20:11:52+00:00,Fabrika Kızı,139389,1,0,0
2024-08-10 20:16:06+00:00,Koca Yaşlı Şişko Dünya,233722,1,0,0
2024-08-10 20:19:08+00:00,Dağları Deldim,181487,1,0,0
2024-08-11 06:23:34+00:00,Mazeretim Var Asabiyim Ben,224133,1,0,0
2024-08-11 06:29:09+00:00,Ali Desidero,303426,1,0,0
2024-08-11 06:32:49+00:00,Olduramadım,219853,1,0,0
2024-08-11 06:37:02+00:00,Güllerin İçinden,235754,1,0,0
2024-08-11 06:40:46+00:00,Tam Ortasındayım,192552,1,0,0
2024-08-11 06:44:06+00:00,Sarı Laleler,200320,1,0,0
2024-08-11 06:47:16+00:00,Ele Güne Karşı,189367,1,0,0
2024-08-11 06:51:52+00:00,Yalnızlık Ömür Boyu,244245,1,0,0
2024-08-11 06:56:06+00:00,Hep Yaşın 19,253492,1,0,0
2024-08-11 06:59:47+00:00,Bu Sabah Yağmur Var İstanbul'da,220641,1,0,0
2024-08-11 07:02:37+00:00,Sakın Gelme,169600,1,0,0
2024-08-11 07:24:01+00:00,Gözyaşlarımızı Bitti Mi Sandın,40944,1,0,0
2024-08-11 08:43:14+00:00,Aşk Defteri,7256,1,0,0
2024-08-11 08:48:04+00:00,Hep Yaşın 19,253492,1,0,0
2024-08-11 08:48:13+00:00,Islak Islak,7607,1,0,0
2024-08-11 08:54:13+00:00,Haberin Yok Ölüyorum,361080,1,0,0
2024-08-11 08:59:09+00:00,Kupa Kızı Ve Sinek Valesi,295066,1,0,0
2024-08-11 09:03:23+00:00,Yad Eller,229165,1,0,0
2024-08-11 09:09:28+00:00,Elfida,333640,1,0,0
2024-08-11 09:13:53+00:00,Melankoli,264500,1,0,0
2024-08-11 09:17:02+00:00,Küçücüğüm,16363,1,0,0
2024-08-11 09:17:04+00:00,Yıldızlara Bak,2170,1,0,0
2024-08-11 09:21:10+00:00,Senden Önce Senden Sonra,245226,1,0,0
2024-08-11 09:21:23+00:00,Işıkları Söndürseler Bile,7153,1,0,0
2024-08-11 09:26:14+00:00,Aşk,135800,1,0,0
2024-08-11 09:31:11+00:00,Aşk Nerden Nereye,297195,1,0,0
2024-08-11 09:34:55+00:00,Anlamazdın,222346,1,0,0
2024-08-11 09:38:31+00:00,Yine Yeni Yeniden - Yeniden Sev,215465,1,0,0
2024-08-11 09:43:05+00:00,Renkli Rüyalar Oteli,273213,1,0,0
2024-08-11 09:47:16+00:00,Yürek,251353,1,0,0
2024-08-11 09:51:51+00:00,Tek Başına,257866,1,0,0
2024-08-11 09:56:39+00:00,Olsun,287927,1,0,0
2024-08-11 09:56:54+00:00,Sakladığın Bir Şeyler Var,14107,1,0,0
2024-08-11 10:01:23+00:00,Bu Aşk Fazla Sana,268515,1,0,0
2024-08-11 10:52:41+00:00,Dünyanın Sonuna Doğmuşum,260493,1,0,0
2024-08-11 10:57:25+00:00,Hint Kumaşı,283336,1,0,0
2024-08-11 11:01:04+00:00,Haykıracak Nefesim Kalmasa Bile,207500,1,0,0
2024-08-11 11:08:58+00:00,Yad Eller,229165,1,0,0
2024-08-11 11:12:28+00:00,Beni Benimle Bırak,209973,1,0,0
2024-08-11 14:44:50+00:00,Setareye Soheil,264106,1,0,0
2024-08-11 14:49:18+00:00,Khooneye Ma,268426,1,0,0
2024-08-11 14:52:47+00:00,Porteghale Man,207880,1,0,0
2024-08-11 14:56:24+00:00,Emrooz O Farda,207157,1,0,0
2024-08-11 15:00:44+00:00,Afsaneh,259200,1,0,0
2024-08-11 15:03:44+00:00,Cheshmhaye Tameshki,180053,1,0,0
2024-08-11 15:07:53+00:00,Abrisham,248306,1,0,0
2024-08-11 15:12:55+00:00,Golhaye Abi,288440,1,0,0
2024-08-11 15:16:27+00:00,Be Yadam,178160,1,0,0
2024-08-11 15:20:09+00:00,Soghati,222560,1,0,0
2024-08-11 15:26:03+00:00,Mahtab,322325,1,0,0
2024-08-11 15:28:39+00:00,Dariyâ,155142,1,0,0
2024-08-11 15:33:49+00:00,Naghsh-e To,309875,1,0,0
2024-08-11 15:39:12+00:00,Sar Oomad Zemestoon (Winter Is Over),305480,1,0,0
2024-08-11 15:42:59+00:00,Parvaze Tehran Shiraz,226272,1,0,0
2024-08-11 15:47:36+00:00,Dishab,277093,1,0,0
2024-08-11 15:51:26+00:00,Rohaya,219746,1,0,0
2024-08-11 15:54:18+00:00,Without You,170874,1,0,0
2024-08-11 15:58:30+00:00,Italian Wine,252117,1,0,0
2024-08-11 16:03:12+00:00,Waltz-E Chaman,250600,1,0,0
2024-08-11 16:06:40+00:00,Darya (Rock),207336,1,0,0
2024-08-11 16:09:50+00:00,Safarnak,189988,1,0,0
2024-08-11 16:11:41+00:00,Gole Sangam,100421,1,0,0
2024-08-11 16:13:58+00:00,دلبر ناب دلم - بازخوانی آهنگ دلبر ناب دلم از ناصر زینعلی توسط گروه آونگ,137183,1,0,0
2024-08-11 16:17:17+00:00,The Valley Of Love,198373,1,0,0
2024-08-11 16:23:09+00:00,Gozare Ordibehesht,351480,1,0,0
2024-08-11 16:25:16+00:00,Soltane Ghalbha,109898,1,0,0
2024-08-11 16:29:21+00:00,Hame-ye-Faslon-e-Doniya,244760,1,0,0
2024-08-11 16:33:23+00:00,Lilly and the Moon,241895,1,0,0
2024-08-11 16:40:39+00:00,Lalayee,404272,1,0,0
2024-08-11 16:44:48+00:00,Drunk With Love,248906,1,0,0
2024-08-11 16:47:50+00:00,Parandeha,152458,1,0,0
2024-08-11 16:49:54+00:00,Hagh,122665,1,0,0
2024-08-11 16:52:27+00:00,Monge (Guitar Version),153256,1,0,0
2024-08-11 16:56:46+00:00,Naro Beman,258033,1,0,0
2024-08-11 16:59:29+00:00,Bahare Soorati,131892,1,0,0
2024-08-11 17:03:51+00:00,"Slowly, Slowly",262146,1,0,0
2024-08-11 17:08:33+00:00,Sarzamine Man,280303,1,0,0
2024-08-11 17:08:38+00:00,Sor Bana Pişman mıyım,4400,1,0,0
2024-08-11 17:13:03+00:00,Kufi,266000,1,0,0
2024-08-11 17:18:04+00:00,Kırmış Kalbini,279120,1,0,0
2024-08-11 17:21:08+00:00,Masal,183733,1,0,0
2024-08-11 17:26:07+00:00,Bal,296700,1,0,0
2024-08-11 17:26:20+00:00,Bu Akşam - Akustik,1461,1,0,0
2024-08-11 17:26:21+00:00,Ah,1170,1,0,0
2024-08-11 17:26:22+00:00,Elimdeki Saz Yeter Canıma,861,1,0,0
2024-08-11 17:26:24+00:00,Seviyorsan İnanıyorsan,994,1,0,0
2024-08-11 17:30:50+00:00,Yürekten,266986,1,0,0
2024-08-11 17:42:22+00:00,Melek,8533,1,0,0
2024-08-28 14:51:11+00:00,Neyim Var Ki (feat. Sagopa K),206693,1,0,0
2024-08-28 14:55:32+00:00,Suspus,248786,1,0,0
2024-08-28 15:00:28+00:00,Kupa Kızı Ve Sinek Valesi,295066,1,0,0
2024-08-28 15:01:00+00:00,Kim Bilir,30136,1,0,0
2024-08-28 15:01:03+00:00,Mesela Yani,3547,1,0,0
2024-08-28 15:01:24+00:00,Anla,9668,1,0,0
2024-08-28 15:04:13+00:00,Sakın Gelme,169600,1,0,0
2024-08-28 15:08:02+00:00,Döneceksin Diye Söz Ver,227893,1,0,0
2024-08-28 15:11:23+00:00,Ben Böyleyim,201277,1,0,0
2024-08-28 15:14:59+00:00,Yine Yeni Yeniden - Yeniden Sev,215465,1,0,0
2024-08-28 15:18:09+00:00,Son Bir Defa,92668,1,0,0
2024-08-28 18:30:42+00:00,İstemem Söz Sevmeni,214013,1,0,0
2024-08-28 18:30:45+00:00,Sen Ağlama,1663,1,0,0
2024-08-28 18:30:47+00:00,Sokak Lambası,1851,1,0,0
2024-08-28 18:35:17+00:00,Sensiz Ben,270480,1,0,0
2024-08-28 18:39:56+00:00,Meyhaneler Sen...,278640,1,0,0
2024-08-28 18:44:35+00:00,Biri Vardı,250327,1,0,0
2024-08-28 18:44:39+00:00,Muhtemel Aşk,2815,1,0,0
2024-08-28 18:49:15+00:00,Aşk Dediğin,275755,1,0,0
2024-08-28 18:53:45+00:00,Belki Üstümüzden Bir Kuş Geçer,269506,1,0,0
2024-08-28 18:54:42+00:00,İçinde Aşk Var,5634,1,0,0
2024-08-28 18:58:49+00:00,Yalnızlığın Çaresini Bulmuşlar,226768,1,0,0
